01-01-1990 00:00:00:000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.0017567636289950923	8.512102786919992e-05	0.002499722159406922	3.552883917623095e-05	7.685529785454357e-05	1.000017729442761
01-01-1990 00:00:00:083333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.005426091816323494	0.0038070096297705535	-0.001250043485436753	7.66863497136582e-05	-5.509769960921505e-05	0.9999477335116235
01-01-1990 00:00:00:166666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.003966104614196644	0.001073641528516345	-0.002084826833540897	0.0001949276688423981	-1.0462472143643691e-05	0.9998850612295943
01-01-1990 00:00:00:249999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.0011730863725099262	-0.002705775240853016	-0.0002916893992267256	0.00012620422385012584	-4.165199367216487e-05	1.0000782823022512
01-01-1990 00:00:00:333332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.004381964851942585	-0.0012384233640393716	-0.0013612742774481675	-1.5261214187551208e-05	-0.00020007397925713344	0.9999508820290588
01-01-1990 00:00:00:416665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	4.587247235283669e-05	-0.00030744478638740455	0.0020898594025146274	-4.157303769339812e-06	-3.127690398950376e-05	0.9999000550283927
01-01-1990 00:00:00:499998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.004027094113612882	-0.0030681913717635605	-0.0014940604054286572	-3.749165870699442e-05	5.9974474379249714e-05	0.9999345341358439
01-01-1990 00:00:00:583331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.0020430130721574135	0.0013904930752752973	-0.0056179186961178885	0.00010358424763987476	-3.254790334862813e-05	1.000183693253426
01-01-1990 00:00:00:666664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.0024546229707440663	-0.0030181830380999995	-0.0002740249020403093	-0.000169405794831676	-1.131168951689399e-05	1.0000702670851935
01-01-1990 00:00:00:749997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.0007869962830182978	0.00035977538439456176	-0.0007231036616841814	-0.0001500076314475931	-0.00011440626863411265	0.9999196235882905
01-01-1990 00:00:00:833330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.0014895090989939875	0.0028270711630595164	0.0028218635848332387	7.014780265278402e-05	0.00014059061820780323	1.0000580929609695
01-01-1990 00:00:00:916663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.001310780692469354	0.0013562623629309815	-0.0007102555107342519	-4.325302158012842e-05	8.15679288003698e-05	0.9999225686560431
01-01-1990 00:00:00:999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.00011088884367937755	0.00038997480933017245	-0.0005014085763241485	-5.1558207285733686e-05	9.254393057130946e-05	0.9999989518114051
01-01-1990 00:00:01:083329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.0003246072569089635	-0.0010193985648272938	-0.003679995724222016	0.00021109205111195505	1.6296494725996444e-05	1.0001573833855562
01-01-1990 00:00:01:166662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.001032707770166707	0.0008215044682548541	0.0027283287466700547	-8.793160045150369e-05	-4.952706948543325e-05	1.0000022576434897
01-01-1990 00:00:01:249995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.0024913487078054245	0.003117206906386687	-0.0032243843902699542	-3.145267305209287e-05	8.921463312228808e-05	1.0001478406133628
01-01-1990 00:00:01:333328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.002760817468649839	0.004183198915983991	0.004812984105717154	-0.00015016755733858716	-0.00021391874543146903	0.9999653753070551
01-01-1990 00:00:01:416661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.00041580458164931436	0.0035176703365835628	-0.0001738634794459216	-7.311987968414882e-05	-4.132614232616316e-05	0.9999842885785534
01-01-1990 00:00:01:499994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.0026260428094777495	0.0024420086092575006	-0.0018893138570475444	6.899070950811547e-05	-2.7677572708261755e-05	1.0001848709553811
01-01-1990 00:00:01:583327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.0002484583750789762	-0.0005561824817860657	0.001677524946479613	-0.0001555839675296291	-0.00014247191865053005	1.000212830410695
01-01-1990 00:00:01:666660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.000569915678712939	-0.005855214755816844	0.0008080409327120194	-5.209124700874279e-05	-0.00023295184613262895	1.0002407945288678
01-01-1990 00:00:01:749993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	0.001435953901336459	0.0022138436501936897	0.0016430262829689039	8.00813120654138e-05	-6.4549043521213785e-06	1.0000386515813011
01-01-1990 00:00:01:833326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.00249468924969718	-0.0013742889270777605	-0.0001411952804096398	0.00021427580762810707	-5.720644357281966e-05	0.9998450567147174
01-01-1990 00:00:01:916659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.00035685957565669886	0.0001465072005390921	0.002397840888259383	-3.8680055382856974e-05	0.00014757736737388104	1.0000066583457479
01-01-1990 00:00:01:999992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	1.0	-0.003474478706204944	-0.0033754788194126127	0.006308002483459068	9.684553055618373e-05	-0.00031816683410227124	1.0000400646402856
