						1916-6-9 16:7:19
0.04	-0.05	1.00	-0.9538	3.9550	0.7088
0.04	-0.05	1.01	-0.8925	3.6400	0.8400
0.04	-0.05	1.01	-1.4088	3.7625	0.7875
0.04	-0.05	1.01	-1.0062	3.6837	0.8925
0.04	-0.05	1.01	-1.2775	3.7888	0.7613
0.04	-0.05	1.01	-0.9625	3.6663	0.7962
0.04	-0.05	1.01	-1.3737	3.5963	0.8487
0.04	-0.05	1.01	-0.8663	3.5788	0.8663
0.04	-0.05	1.01	-1.5312	3.7888	0.7613
0.04	-0.05	1.01	-1.0325	3.6575	0.7350
0.04	-0.05	1.01	-1.2250	3.6575	0.8575
0.04	-0.05	1.01	-1.1638	3.6925	0.8663
0.04	-0.05	1.00	-1.0762	3.7275	0.7350
0.04	-0.05	1.01	-1.0237	3.6837	0.8575
0.04	-0.05	1.01	-1.3387	3.6312	0.8575
0.04	-0.05	1.01	-1.1812	3.6663	0.8138
0.04	-0.05	1.01	-1.1375	3.5438	0.8050
0.04	-0.05	1.01	-1.3737	3.6750	0.8750
0.04	-0.05	1.01	-1.0325	3.5000	0.8138
0.04	-0.05	1.01	-1.4088	3.5438	0.7700
0.04	-0.05	1.01	-0.8312	3.6575	0.9100
0.04	-0.05	1.01	-1.3650	3.7625	0.7613
0.04	-0.05	1.01	-1.0150	3.8150	0.6563
0.04	-0.05	1.01	-1.3037	3.7100	0.8225
0.04	-0.05	1.01	-1.1900	3.6400	0.7350
0.04	-0.05	1.01	-1.0675	3.6138	0.8925
0.04	-0.05	1.01	-1.2512	3.6400	0.7613
0.04	-0.05	1.01	-1.0937	3.6312	0.7000
0.04	-0.05	1.01	-1.1550	3.6400	0.7175
0.04	-0.05	1.01	-1.1550	3.6575	0.7350
0.04	-0.05	1.01	-1.2425	3.6225	0.7962
0.04	-0.05	1.01	-0.9800	3.6750	0.8050
0.04	-0.05	1.01	-1.4350	3.5875	0.7788
0.04	-0.05	1.01	-1.0062	3.6750	0.7437
0.04	-0.05	1.01	-0.9100	3.6138	0.8925
0.04	-0.05	1.01	-1.2337	3.7013	0.7350
0.04	-0.05	1.01	-1.1375	3.5700	0.8663
0.04	-0.05	1.01	-1.2337	3.5875	0.7525
0.04	-0.05	1.01	-1.4437	3.6138	0.7525
0.04	-0.05	1.01	-0.8225	3.5963	0.7000
0.04	-0.05	1.01	-1.2687	3.4913	0.8925
0.04	-0.05	1.01	-1.0850	3.5525	0.6913
0.04	-0.05	1.01	-0.9450	3.5963	0.9100
0.04	-0.05	1.01	-1.3562	3.5613	0.7350
0.03	-0.05	1.01	-0.3675	3.6925	0.7263
0.04	-0.05	1.00	-1.5225	3.5525	0.8312
0.04	-0.05	1.01	-1.5225	3.5438	0.6563
0.04	-0.05	1.01	-5.8800	3.7188	0.8750
0.04	-0.05	1.01	0.7350	3.5000	0.6913
0.04	-0.05	1.01	0.3588	3.5700	0.7175
0.04	-0.05	1.01	-2.4325	3.6488	0.7525
0.04	-0.05	1.01	-1.4787	3.5613	0.7263
0.04	-0.05	1.01	-0.1837	3.5875	0.7088
0.04	-0.05	1.01	-1.4962	3.6312	0.7788
0.04	-0.05	1.01	-1.6538	3.6488	0.7088
0.04	-0.05	1.01	-0.7788	3.5438	0.7788
0.04	-0.05	1.01	-1.1375	3.6663	0.7962
0.04	-0.05	1.01	-1.0500	3.5963	0.7875
0.04	-0.05	1.01	-1.0675	3.7013	0.8487
0.04	-0.05	1.01	-1.3125	3.5525	0.7263
0.04	-0.05	1.01	-0.9625	3.6312	0.7962
0.04	-0.05	1.01	-1.3562	3.6663	0.8400
0.04	-0.05	1.01	-1.1375	3.6663	0.7875
0.03	-0.05	1.01	-0.9625	3.7100	0.6212
0.04	-0.05	1.01	-1.2250	3.6575	0.7788
0.04	-0.05	1.01	-1.1375	3.6400	0.7700
						1916-6-9 16:7:26	-0.06
0.04	-0.05	1.01	-1.0850	3.8500	0.6650
0.03	-0.05	1.01	-1.4787	3.6050	0.6563
0.03	-0.05	1.01	-1.0587	3.5438	0.8663
0.04	-0.05	1.01	16.9487	3.1150	-0.7088
0.05	-0.05	1.01	-4.7950	3.4213	-0.1750
0.05	-0.05	1.01	-4.4100	3.7362	0.3588
0.06	-0.05	1.01	-5.6788	10.7100	14.8225
0.05	-0.05	1.04	-33.6263	3.6575	0.1575
0.05	-0.05	1.04	50.3125	-14.2450	-33.7400
0.11	-0.05	1.25	-4.9175	-27.7550	37.5288
0.11	-0.05	1.25	-141.7413	22.4263	-18.1650
0.13	-0.14	1.09	18.3750	22.4700	11.2962
0.02	-0.07	0.84	1.9075	-14.7000	-2.7125
0.02	-0.07	0.84	14.9450	-0.3063	-15.0587
-0.01	-0.08	0.74	-14.9450	27.7900	0.3150
-0.01	-0.08	0.74	12.5212	20.6937	16.5637
0.01	-0.07	0.98	-7.9450	8.6800	9.7475
0.04	-0.05	1.05	7.8400	-9.1175	0.0438
0.04	-0.05	1.05	10.6312	9.7125	14.2975
0.04	-0.06	1.04	-40.4950	6.2825	-17.4650
-0.02	-0.07	1.04	-18.4713	9.9575	8.2425
-0.02	-0.07	1.04	4.8387	5.7137	8.1637
-0.00	-0.02	1.00	0.7175	5.9500	-1.4088
-0.02	-0.01	1.00	-15.3475	4.4538	-4.0513
-0.02	-0.01	1.00	-3.0625	14.2537	0.7613
-0.06	-0.01	1.01	-2.0300	9.5288	-3.5350
-0.04	0.01	1.01	22.8987	13.2388	1.9162
-0.04	0.01	1.01	9.5637	0.0613	2.6513
