ax,ay,az,gx,gy,gz,date_time,temp,pressure
,,,,,,2016-7-14	14:52:13,,
-0.367188,-0.144531,-0.898438,11.0513,0.35,9.87875,,,
-0.398438,-0.144531,-0.871094,11.34,-1.1725,7.77,,,
-0.40625,-0.128906,-0.898438,8.96,57.1725,-1.295,,,
-0.4375,-0.136719,-0.859375,16.8438,68.6087,-7.35875,,,
-0.488281,-0.160156,-0.824219,20.6763,56.8138,-9.45875,,,
-0.605469,-0.160156,-0.84375,11.0337,41.6063,-9.1525,,,
-0.625,-0.214844,-0.683594,-2.19625,81.6462,-22.5138,,,
-0.707031,-0.203125,-0.707031,-0.5775,27.265,-0.35875,,,
-0.714844,-0.253906,-0.578125,12.8188,13.1337,2.05625,,,
-0.75,-0.257812,-0.574219,1.7325,18.5063,-4.55,,,
-0.835938,-0.257812,-0.507812,12.39,43.05,-10.0712,,,
-0.816406,-0.273438,-0.503906,10.6575,44.8263,-1.435,,,
-0.847656,-0.292969,-0.421875,10.6575,44.8263,-10.395,,,
-0.847656,-0.308594,-0.351562,5.565,30.2488,-2.1525,,,
-0.855469,-0.320312,-0.304688,1.89,1.23375,8.6275,,,
-0.863281,-0.289062,-0.378906,15.2775,7.28875,9.2225,,,
-0.96875,-0.308594,-0.285156,4.29625,54.0838,-6.4925,,,
-0.960938,-0.300781,-0.210938,8.75875,-1.00625,0.97125,,,
-0.925781,-0.332031,-0.136719,8.09375,44.9487,-4.34,,,
-0.960938,-0.320312,-0.0742188,9.765,44.6162,-2.625,,,
-0.953125,-0.328125,-0.0078125,11.83,53.1912,-8.07625,,,
-0.910156,-0.359375,0.0820312,6.44,48.195,-2.19625,,,
-0.941406,-0.320312,0.136719,-1.84625,36.68,14.5688,,,
-0.9375,-0.320312,0.308594,9.93125,68.6263,7.385,,,
-0.863281,-0.332031,0.367188,6.83375,82.3637,2.0475,,,
-0.824219,-0.316406,0.460938,10.0887,53.1213,-7.60375,,,
-0.816406,-0.316406,0.464844,9.21375,26.0575,-0.86625,,,
-0.78125,-0.316406,0.523438,11.06,36.5838,-0.62125,,,
-0.691406,-0.253906,0.605469,9.33625,42.49,9.02125,,,
-0.609375,-0.234375,0.683594,10.6663,60.13,15.8287,,,
-0.585938,-0.246094,0.816406,11.0513,47.425,0.805,,,
-0.550781,-0.214844,0.777344,8.37375,40.7663,6.78125,,,
-0.421875,-0.226562,0.898438,13.1775,82.5212,21.5688,,,
-0.34375,-0.179688,0.953125,14.5863,-0.4025,9.17,,,
-0.269531,-0.195312,0.957031,9.75625,61.3638,2.1175,,,
-0.136719,-0.195312,0.992188,2.37125,50.0412,-0.27125,,,
-0.0546875,-0.207031,0.949219,0.46375,49.6738,1.4175,,,
-0.015625,-0.195312,1.00781,-3.5875,44.3625,1.33875,,,
0.03125,-0.191406,0.972656,-0.62125,41.0025,3.03625,,,
0.0546875,-0.164062,0.996094,8.4875,37.1613,5.59125,,,
0.0625,-0.15625,1.00391,15.2075,20.9913,6.9475,,,
0.125,-0.144531,0.992188,12.285,13.1687,5.74875,,,
0.128906,-0.136719,1,7.79625,19.5737,2.56375,,,
0.132812,-0.140625,0.980469,13.265,16.4237,-2.12625,,,
0.121094,-0.125,1,5.59125,-2.3625,1.2775,,,
0.125,-0.128906,1,2.59875,-4.48,-0.0525,,,
0.125,-0.128906,0.984375,0.34125,1.05,1.3125,,,
0.113281,-0.132812,0.992188,4.57625,0.93625,2.12625,,,
0.113281,-0.128906,1.00391,3.8675,-1.28625,0.23625,,,
0.109375,-0.128906,0.980469,3.9725,-0.35875,0.86625,,,
0.117188,-0.136719,0.992188,3.82375,-2.24,0.3675,,,
0.117188,-0.128906,1,4.90875,-2.49375,-0.105,,,
0.113281,-0.128906,0.996094,4.33125,-3.3775,-0.5775,,,
0.109375,-0.132812,0.992188,2.415,-3.17625,0.97125,,,
0.105469,-0.132812,1.00391,-0.30625,-5.425,1.16375,,,
0.105469,-0.136719,0.996094,2.33625,-8.505,0.77,,,
0.0976562,-0.128906,0.996094,4.515,-10.465,-1.54,,,
0.0820312,-0.140625,0.984375,5.38125,-27.3875,-2.2925,,,
0.0820312,-0.140625,1,3.5525,-29.925,-4.13,,,
0.0585938,-0.148438,1,3.7625,-11.725,-1.49625,,,
-0.0078125,-0.128906,0.992188,3.7625,-11.725,-1.49625,,,
-0.0234375,-0.152344,1,2.82625,-12.005,-3.08875,,,
-0.0351562,-0.136719,1.00391,3.82375,-17.7625,-1.16375,,,
-0.078125,-0.136719,1.00391,1.7675,-49.735,-8.8375,,,
-0.132812,-0.152344,0.984375,-0.0875,-42.4287,-7.6475,,,
-0.171875,-0.171875,0.996094,-3.5,-1.02375,-5.075,,,
-0.277344,-0.179688,0.9375,-4.3575,-42.9888,-2.31875,,,
-0.328125,-0.230469,0.886719,-3.68375,-42.9012,-4.36625,,,
-0.449219,-0.136719,0.914062,2.5025,-54.8625,-11.6462,,,
-0.410156,-0.230469,0.867188,4.82125,-55.6063,-19.1275,,,
-0.492188,-0.222656,0.839844,-1.575,-20.5625,-4.13875,,,
-0.507812,-0.195312,0.859375,4.40125,-18.9263,2.66,,,
-0.535156,-0.214844,0.820312,-2.38875,-22.0063,6.055,,,
-0.621094,-0.222656,0.753906,-3.12375,-37.765,4.8125,,,
-0.675781,-0.234375,0.675781,-1.5575,-55.265,-0.77875,,,
-0.742188,-0.234375,0.644531,3.00125,-63.595,-1.60125,,,
,,,,,,2016-7-14	14:52:27,-0.0625,0
-0.863281,-0.265625,0.347656,-0.51625,-105.438,-0.1225,,,
-1.06641,-0.152344,-0.0390625,45.1237,-170.258,-1.4875,,,
-0.976562,-0.183594,-0.199219,42.4725,-218.295,20.23,,,
-0.871094,-0.171875,-0.277344,-5.7575,-59.185,6.36125,,,
-0.730469,-0.121094,-0.6875,-1.79375,-126.989,2.5025,,,
-0.660156,-0.128906,-0.738281,-0.175,-0.175,11.3925,,,
-0.542969,-0.109375,-0.808594,-2.8875,-81.2175,6.72875,,,
-0.476562,-0.0976562,-0.863281,1.70625,-96.7575,1.53125,,,
-0.410156,-0.132812,-0.867188,4.5325,-63.3937,0.21,,,
-0.375,-0.117188,-0.910156,3.29,-66.745,-1.53125,,,
-0.347656,-0.132812,-0.914062,-0.595,-37.345,-0.56,,,
-0.269531,-0.117188,-0.949219,7.51625,-27.5012,-2.94875,,,
-0.25,-0.101562,-0.992188,9.38875,-22.4525,-0.67375,,,
-0.191406,-0.121094,-0.941406,-1.88125,-28.245,0.95375,,,
-0.203125,-0.0898438,-0.984375,-5.32875,-31.7887,2.72125,,,
-0.152344,-0.117188,-0.925781,2.9575,-21.2712,-0.25375,,,
-0.03125,-0.125,-1,11.4712,-63.9188,3.29875,,,
-0.0273438,-0.0820312,-0.972656,11.375,-28.1575,7.81375,,,
0.0859375,-0.125,-0.976562,13.8775,-33.1625,8.37375,,,
0.199219,-0.140625,-0.929688,19.075,-67.7425,13.1775,,,
0.253906,-0.140625,-0.9375,1.715,-47.215,10.2725,,,
0.269531,-0.160156,-0.921875,6.965,-0.385,12.5387,,,
0.351562,-0.183594,-0.878906,8.91625,-40.9325,12.635,,,
0.507812,-0.183594,-0.886719,-7.6125,-66.5175,-1.40875,,,
0.503906,-0.210938,-0.835938,-4.87375,-46.8563,-3.535,,,
0.550781,-0.234375,-0.753906,-4.69,-55.9125,11.3313,,,
0.570312,-0.199219,-0.710938,-0.1925,-51.1875,0.27125,,,
0.714844,-0.199219,-0.707031,5.15375,-43.3213,7.49875,,,
0.726562,-0.179688,-0.675781,3.66625,-89.6087,10.7887,,,
0.804688,-0.214844,-0.550781,-1.75875,-73.325,13.5188,,,
0.847656,-0.226562,-0.429688,1.63625,-68.985,14.1488,,,
0.878906,-0.234375,-0.34375,10.8763,-46.3225,-0.7875,,,
0.9375,-0.253906,-0.316406,10.8763,-46.3225,3.6925,,,
0.914062,-0.265625,-0.160156,17.5,-46.9175,4.03375,,,
0.984375,-0.28125,-0.183594,16.6863,-47.1888,5.81,,,
0.9375,-0.285156,-0.0585938,9.31,-6.58875,8.81125,,,
0.96875,-0.308594,-0.0195312,14.1925,-35.0175,8.12875,,,
0.976562,-0.328125,0.0507812,10.9375,-0.90125,10.1237,,,
0.929688,-0.328125,0.078125,6.3525,-36.365,5.81875,,,
0.910156,-0.328125,0.15625,-2.6425,-35.1138,2.63375,,,
0.929688,-0.335938,0.148438,11.5413,-24.5088,4.6725,,,
0.921875,-0.34375,0.210938,5.4075,-43.82,-0.5425,,,
0.910156,-0.34375,0.316406,-1.155,-53.1037,-6.685,,,
0.867188,-0.335938,0.375,12.67,-50.4875,-3.64,,,
0.859375,-0.332031,0.417969,11.8125,-34.5275,4.26125,,,
0.820312,-0.34375,0.464844,10.4125,-23.345,6.475,,,
0.816406,-0.351562,0.488281,4.85625,-18.4538,1.155,,,
0.800781,-0.320312,0.523438,2.0825,-59.3862,-1.2425,,,
0.671875,-0.328125,0.691406,19.04,-92.1725,-0.35,,,
0.628906,-0.335938,0.746094,8.54875,-28.8137,-1.9075,,,
0.546875,-0.355469,0.765625,-0.49875,-31.9025,1.65375,,,
0.496094,-0.34375,0.824219,-1.18125,-56.7175,3.4125,,,
0.445312,-0.339844,0.835938,7.65625,-54.1362,-1.65375,,,
0.453125,-0.332031,0.824219,5.97625,-0.95375,-0.1575,,,
0.226562,-0.28125,0.945312,6.5275,-2.625,0.4375,,,
0.257812,-0.296875,0.9375,19.1537,-71.715,-7.2275,,,
0.21875,-0.292969,0.945312,19.6875,-76.9563,-1.4175,,,
0.132812,-0.292969,0.96875,4.8475,-19.1625,2.3975,,,
0.117188,-0.296875,0.960938,-0.67375,-33.1712,7.49875,,,
0.0625,-0.296875,0.949219,7.2625,-40.985,5.76625,,,
0.0078125,-0.265625,0.96875,4.7425,-29.8813,4.76875,,,
0.015625,-0.253906,0.960938,5.0225,-28.7437,1.1725,,,
-0.015625,-0.234375,1.00391,11.7163,-16.1612,0.7175,,,
-0.0351562,-0.226562,0.980469,17.7275,-14.84,-2.1875,,,
-0.0585938,-0.210938,0.976562,11.6637,-1.07625,-3.5175,,,
-0.0820312,-0.183594,0.980469,1.98625,0.6475,-1.18125,,,
-0.128906,-0.136719,1.00391,0.35875,-3.85,-0.105,,,
-0.105469,-0.125,0.984375,-7.0175,13.3525,1.1375,,,
-0.113281,-0.132812,1.00391,2.37125,-9.26625,2.94875,,,
-0.136719,-0.132812,0.992188,2.4325,-1.96,-1.11125,,,
-0.0859375,-0.144531,1,0.23625,2.72125,0.06125,,,
-0.117188,-0.164062,0.976562,6.76375,-0.0175,-0.23625,,,
-0.0976562,-0.15625,0.992188,4.05125,0.665,0.1225,,,
-0.0976562,-0.15625,0.984375,-0.34125,1.21625,1.95125,,,
-0.09375,-0.148438,0.988281,-0.2625,-0.18375,1.19,,,
-0.0898438,-0.164062,1.01172,1.75875,1.09375,2.17,,,
-0.09375,-0.160156,0.980469,3.89375,-0.4025,0.8575,,,
-0.0820312,-0.15625,0.992188,4.8125,0.81375,-0.105,,,
-0.0898438,-0.160156,0.988281,4.7075,-0.41125,0.84,,,
-0.0820312,-0.164062,0.996094,3.64875,3.01875,-1.96,,,
-0.0820312,-0.160156,0.992188,3.64875,3.01875,0.28,,,
-0.0820312,-0.160156,0.992188,4.305,-1.49625,0.0875,,,
-0.0742188,-0.160156,0.988281,3.64875,-0.83125,0.8925,,,
-0.078125,-0.160156,0.992188,4.40125,1.19875,-0.14875,,,
-0.078125,-0.160156,0.992188,4.03375,1.155,0.0525,,,
-0.0703125,-0.160156,0.992188,3.28125,-1.37375,0.07,,,
-0.0664062,-0.160156,0.988281,2.82625,2.72125,-0.09625,,,
-0.0585938,-0.160156,0.996094,1.925,9.31,1.1025,,,
-0.0429688,-0.164062,0.996094,0.6475,9.26625,2.82625,,,
-0.0351562,-0.171875,1,-3.01875,-0.28875,1.67125,,,
-0.0429688,-0.179688,0.976562,-2.03,7.11375,-1.435,,,
-0.0234375,-0.175781,0.980469,7.13125,-1.1725,-1.61875,,,
-0.0273438,-0.171875,0.992188,4.55,-1.68875,-0.1925,,,
-0.0273438,-0.175781,0.992188,4.12125,0.51625,-0.28875,,,
-0.0234375,-0.171875,0.996094,5.38125,-1.155,-1.68,,,
-0.015625,-0.171875,0.992188,1.88125,0.02625,-2.12625,,,
