						2016-06-27 17:16:26
-0.129	-0.430	0.813	3.1415	3.1415	3.1415
-0.930	-0.270	0.445	3.1415	3.1415	3.1415
-0.957	-0.234	0.500	3.1415	3.1415	3.1415
-0.824	-0.211	0.590	3.1415	3.1415	3.1415
-0.777	-0.246	0.570	3.1415	3.1415	3.1415
-0.684	-0.289	0.688	3.1415	3.1415	3.1415
-0.438	-0.320	0.789	3.1415	3.1415	3.1415
-0.691	-0.301	0.762	3.1415	3.1415	3.1415
-0.254	-0.355	0.816	3.1415	3.1415	3.1415
-0.395	-0.309	0.883	3.1415	3.1415	3.1415
-0.273	-0.324	0.926	3.1415	3.1415	3.1415
-0.363	-0.309	0.910	3.1415	3.1415	3.1415
-0.348	-0.289	0.926	3.1415	3.1415	3.1415
-0.371	-0.320	0.879	3.1415	3.1415	3.1415
-0.395	-0.324	0.871	3.1415	3.1415	3.1415
-0.391	-0.312	0.875	3.1415	3.1415	3.1415
-0.379	-0.320	0.863	3.1415	3.1415	3.1415
-0.395	-0.316	0.875	3.1415	3.1415	3.1415
-0.402	-0.320	0.863	3.1415	3.1415	3.1415
-0.402	-0.312	0.875	3.1415	3.1415	3.1415
-0.387	-0.312	0.875	3.1415	3.1415	3.1415
-0.398	-0.312	0.871	3.1415	3.1415	3.1415
-0.395	-0.312	0.879	3.1415	3.1415	3.1415
-0.395	-0.309	0.875	3.1415	3.1415	3.1415
-0.445	-0.312	0.891	3.1415	3.1415	3.1415
-0.273	-0.328	0.836	3.1415	3.1415	3.1415
-0.348	-0.316	0.895	3.1415	3.1415	3.1415
-0.371	-0.316	0.891	3.1415	3.1415	3.1415
-0.395	-0.312	0.898	3.1415	3.1415	3.1415
-0.277	-0.324	0.879	3.1415	3.1415	3.1415
-0.301	-0.316	0.910	3.1415	3.1415	3.1415
-0.305	-0.316	0.906	3.1415	3.1415	3.1415
-0.301	-0.320	0.906	3.1415	3.1415	3.1415
-0.297	-0.320	0.906	3.1415	3.1415	3.1415
-0.316	-0.316	0.906	3.1415	3.1415	3.1415
-0.320	-0.316	0.898	3.1415	3.1415	3.1415
-0.332	-0.316	0.922	3.1415	3.1415	3.1415
-0.301	-0.320	0.879	3.1415	3.1415	3.1415
-0.316	-0.320	0.898	3.1415	3.1415	3.1415
-0.328	-0.316	0.902	3.1415	3.1415	3.1415
-0.340	-0.312	0.898	3.1415	3.1415	3.1415
-0.324	-0.316	0.902	3.1415	3.1415	3.1415
-0.336	-0.316	0.898	3.1415	3.1415	3.1415
-0.316	-0.324	0.895	3.1415	3.1415	3.1415
-0.293	-0.324	0.922	3.1415	3.1415	3.1415
-0.309	-0.297	0.867	3.1415	3.1415	3.1415
-0.305	-0.262	0.957	3.1415	3.1415	3.1415
-0.359	-0.270	0.977	3.1415	3.1415	3.1415
-0.375	-0.250	0.961	3.1415	3.1415	3.1415
-0.453	-0.242	0.738	3.1415	3.1415	3.1415
-0.703	-0.270	0.719	3.1415	3.1415	3.1415
-0.441	-0.238	0.867	3.1415	3.1415	3.1415
-0.242	-0.270	1.008	3.1415	3.1415	3.1415
0.184	-0.297	0.934	3.1415	3.1415	3.1415
0.211	-0.367	0.934	3.1415	3.1415	3.1415
0.102	-0.340	0.934	3.1415	3.1415	3.1415
0.008	-0.367	0.953	3.1415	3.1415	3.1415
0.125	-0.426	0.863	3.1415	3.1415	3.1415
-0.031	-0.434	0.906	3.1415	3.1415	3.1415
0.102	-0.477	0.941	3.1415	3.1415	3.1415
